Subject,Course,Room,Class Day(s),Class Time,Professor,Duration
PHYS, 42500-1,North Bldg M157,F,8:00 PM,Ren Yuhang,200 mins
PHYS, 45301-1,West Bldg W511,W,8:00 AM,Xu Min,150 mins
PHYS, 45302-1,North Bldg M157,T,3:00 PM,Xu Min,200 mins
PHYS, 45303-1,North Bldg M157,MTH,3:00 PM,Abranyos Yonatan,100 mins
PHYS, 45401-1,North Bldg 1239,MW,3:00 PM,Xu Min,100 mins
PHYS, 45402-1,North Bldg 1239,T,12:00 PM,Morales Daniel J,200 mins
PHYS, 45403-1,West Bldg W511,W,3:00 PM,Ren Yuhang,200 mins
PHYS, 60500-1,North Bldg 1036,TH,1:00 PM,Chu Y.H.,150 mins
PHYS, 62500-1,North Bldg M157,W,7:00 PM,Ren Yuhang,150 mins
MUSED, 67800-1,North Bldg 407,TH,5:00 PM,Bobetsky Victor V,200 mins
MUSHL, 10100-1,North Bldg 407,MF,12:00 PM,Bengloff Richard,75 mins
MUSHL, 10700-1,North Bldg 506,M,8:00 AM,Coppola Catherine,200 mins
MUSHL, 10700-2,North Bldg 506,TH,12:00 PM,Hampton Barbara,200 mins
MUSHL, 20100-1,North Bldg 405,TF,8:00 AM,Coppola Catherine,75 mins
MUSHL, 20100-2,North Bldg 406,MTH,12:00 PM,Cabrini Michele,75 mins
MUSHL, 20500-1,North Bldg 406,M,8:00 AM,Bengloff Richard,150 mins
MUSHL, 21700-1,North Bldg 406,T,8:00 AM,Bengloff Richard,200 mins
MUSHL, 21700-2,North Bldg 404,TH,8:00 AM,Coppola Catherine,200 mins
MUSHL, 22000-1,North Bldg 404,M,5:00 PM,Thomas Samuel Reuben,150 mins
MUSHL, 24500-1,North Bldg 405,F,1:00 PM,Cabrini Michele,150 mins
MUSHL, 26132-1,North Bldg 407,MF,9:00 AM,Cabrini Michele,75 mins
MUSHL, 26193-1,North Bldg 404,M,8:00 AM,Hampton Barbara,200 mins
MUSHL, 30500-1,North Bldg 407,W,12:00 PM,Thomas Samuel Reuben,150 mins
MUSPF, 11100-1,North Bldg 431,TTH,5:00 PM,Fulmer David Charles,75 mins
MUSPF, 21200-1,North Bldg 118,WF,1:00 PM,Keberle Ryan D.,100 mins
MUSPF, 21300-1,North Bldg 416,MW,1:00 PM,Rezenda Lopes Joao Luiz,75 mins
MUSPF, 21300-2,North Bldg 404,MTH,1:00 PM,Jackson Ashley J,75 mins
MUSPF, 22100-1,North Bldg 407,TF,4:00 PM,Rezenda Lopes Joao Luiz,75 mins
MUSPF, 22100-2,North Bldg 431,MW,2:00 PM,Burleson Geoffrey,75 mins
MUSPF, 23100-1,North Bldg 416,TF,2:00 PM,Jackson Ashley J,100 mins
MUSPF, 24900-1,North Bldg 431,W,5:00 PM,Jackson Ashley J,200 mins
MUSPF, 25000-1,North Bldg 118,WF,4:00 PM,Burleson Geoffrey,75 mins
MUSPF, 25100-1,North Bldg 635,W,9:00 AM,Rezenda Lopes Joao Luiz,150 mins
MUSPF, 35300-1,North Bldg 404,W,5:00 PM,Keberle Ryan D.,150 mins
MUSPF, 35500-1,North Bldg 416,W,8:00 AM,Jackson Ashley J,200 mins
MUSPF, 36503-1,North Bldg 431,F,5:00 PM,Jackson Ashley J,200 mins
MUSPF, 36904-1,North Bldg 635,W,7:00 PM,Burleson Geoffrey,200 mins
MUSPF, 40100-1,North Bldg 431,MW,10:00 AM,Fulmer David Charles,75 mins
MUSPF, 40200-1,North Bldg 635,TF,12:00 PM,Rezenda Lopes Joao Luiz,100 mins
MUSPF, 43100-1,North Bldg 118,M,3:00 PM,Keberle Ryan D.,200 mins
MUSPF, 43100-2,North Bldg 416,W,3:00 PM,Rezenda Lopes Joao Luiz,200 mins
MUSTH, 10100-1,North Bldg 405,WF,10:00 AM,Mahoney Shafer,75 mins
MUSTH, 22000-1,North Bldg 416,MTH,10:00 AM,Farrin Suzanne Marie,100 mins
MUSTH, 23000-1,North Bldg 406,TH,2:00 PM,Graff Steven L,200 mins
MUSTH, 23000-2,North Bldg 416,TH,3:00 PM,Mahoney Shafer,200 mins
MUSTH, 32000-1,North Bldg 405,MW,12:00 PM,Thompson Jewel,75 mins
MUSTH, 33000-1,North Bldg 407,T,8:00 AM,Thompson Jewel,200 mins
MUSTH, 33000-2,North Bldg 405,T,12:00 PM,Mahoney Shafer,200 mins
MUSTH, 36169-1,North Bldg 405,TH,1:00 PM,Farrin Suzanne Marie,200 mins
MUSTH, 37000-1,North Bldg 406,TTH,8:00 PM,Jackson Ashley J,75 mins
MUSTH, 38500-1,North Bldg 416,TF,11:00 AM,Farrin Suzanne Marie,75 mins
MUSTH, 38500-2,North Bldg 407,TTH,12:00 PM,Keberle Ryan D.,75 mins
MUSTH, 49100-1,North Bldg 431,T,9:00 AM,Fulmer David Charles,200 mins
MUSTH, 49200-1,North Bldg 405,TTH,7:00 PM,Graff Steven L,100 mins
