Subject,Course,Room,Class Day(s),Class Time,Professor,Duration
MUSPF, 24900-1,North Bldg 431,W,5:00 PM,Rezenda Lopes Joao Luiz,200 mins
MUSPF, 25000-1,North Bldg 404,WF,4:00 PM,Jackson Ashley J,75 mins
MUSPF, 25100-1,North Bldg 431,F,8:00 AM,Jackson Ashley J,150 mins
MUSPF, 35300-1,North Bldg 406,F,5:00 PM,Burleson Geoffrey,150 mins
MUSPF, 35500-1,North Bldg 404,TH,8:00 AM,Fulmer David Charles,200 mins
MUSPF, 36503-1,North Bldg 635,M,5:00 PM,Keberle Ryan D.,200 mins
MUSPF, 36904-1,North Bldg 416,M,5:00 PM,Fulmer David Charles,200 mins
MUSPF, 40100-1,North Bldg 406,MW,8:00 AM,Burleson Geoffrey,75 mins
MUSPF, 40200-1,North Bldg 404,WF,8:00 AM,Rezenda Lopes Joao Luiz,100 mins
MUSPF, 43100-1,North Bldg 416,TH,1:00 PM,Keberle Ryan D.,200 mins
MUSPF, 43100-2,North Bldg 431,TH,2:00 PM,Rezenda Lopes Joao Luiz,200 mins
MUSTH, 10100-1,North Bldg 416,TF,8:00 AM,Thompson Jewel,75 mins
MUSTH, 22000-1,North Bldg 416,MW,8:00 AM,Thompson Jewel,100 mins
MUSTH, 23000-1,North Bldg 416,T,1:00 PM,Graff Steven L,200 mins
MUSTH, 23000-2,North Bldg 406,T,3:00 PM,Mahoney Shafer,200 mins
MUSTH, 32000-1,North Bldg 407,TTH,8:00 AM,Jackson Ashley J,75 mins
MUSTH, 33000-1,North Bldg 416,W,10:00 AM,Jackson Ashley J,200 mins
MUSTH, 33000-2,North Bldg 406,TH,11:00 AM,Thompson Jewel,200 mins
MUSTH, 36169-1,North Bldg 405,W,1:00 PM,Farrin Suzanne Marie,200 mins
MUSTH, 37000-1,North Bldg 416,WF,5:00 PM,Farrin Suzanne Marie,75 mins
MUSTH, 38500-1,North Bldg 416,MF,11:00 AM,Jackson Ashley J,75 mins
MUSTH, 38500-2,North Bldg 405,MTH,12:00 PM,Graff Steven L,75 mins
MUSTH, 49100-1,North Bldg 407,TH,11:00 AM,Mahoney Shafer,200 mins
MUSTH, 49200-1,North Bldg 406,MTH,8:00 PM,Thompson Jewel,100 mins
