Subject,Course,Room,Class Day(s),Class Time,Professor,Duration
STAT, 21300-4,East Bldg E920,W,9:00 AM,Martinez Vincent Ryan,200 mins
STAT, 21300-5,West Bldg W609,T,11:00 AM,Martinez Vincent Ryan,200 mins
STAT, 21300-6,North Bldg C004,M,9:00 AM,Williams William H,200 mins
STAT, 21300-7,North Bldg 306,M,8:00 AM,Martinez Vincent Ryan,200 mins
STAT, 21300-8,West Bldg W208,T,8:00 AM,Clarkson Sandra,200 mins
STAT, 21400-1,West Bldg W507,TH,8:00 PM,Clarkson Sandra,150 mins
STAT, 21400-2,West Bldg W116,TH,7:00 PM,Williams William H,150 mins
STAT, 29554-1,North Bldg 306,TF,10:00 AM,Williams William H,100 mins
STAT, 29555-1,West Bldg W609,TH,4:00 PM,Martinez Vincent Ryan,200 mins
STAT, 31100-1,West Bldg W424,T,4:00 PM,Martinez Vincent Ryan,200 mins
STAT, 31900-1,ThomHunter 408,MF,1:00 PM,Clarkson Sandra,100 mins
STAT, 61400-1,North Bldg C004,MW,6:00 PM,Clarkson Sandra,75 mins
STAT, 70100-1,West Bldg W406,W,4:00 PM,Martinez Vincent Ryan,200 mins
STAT, 70600-1,East Bldg E920,TF,7:00 PM,Clarkson Sandra,75 mins
STAT, 71700-1,West Bldg W603,F,9:00 AM,Martinez Vincent Ryan,150 mins
STAT, 72401-1,West Bldg W113,MTH,9:00 AM,Clarkson Sandra,75 mins
STAT, 73900-1,East Bldg E921,TH,11:00 AM,Martinez Vincent Ryan,150 mins
STAT, 75400-1,North Bldg 305,TTH,8:00 AM,Martinez Vincent Ryan,75 mins
STAT, 76100-1,West Bldg W406,TTH,4:00 PM,Clarkson Sandra,100 mins
SW, 20100-1,North Bldg C114,MTH,11:00 AM,Anand Akanksha,100 mins
SW, 31000-1,Silberman 218,W,8:00 PM,Brown-Manning Robyn,200 mins
SW, 32000-1,Silberman 214,MF,8:00 AM,Brown-Manning Robyn,75 mins
SW, 33000-1,Silberman 216,M,4:00 PM,Cherry Katherine,200 mins
SW, 36000-1,North Bldg C114,WF,8:00 PM,Dempsey Patricia,100 mins
SW, 37000-1,ThomHunter 505,F,6:00 PM,Cineas Jennille K,200 mins
SW, 41000-1,Silberman 322,W,6:00 PM,Ortega-Williams Anna,150 mins
SW, 42000-1,ThomHunter 505,W,1:00 PM,Cherry Katherine,200 mins
SW, 43000-1,Silberman 324,F,7:00 PM,Earner Ilze,200 mins
SW, 43000-1,Silberman 324,F,7:00 PM,Earner Ilze,200 mins
SW, 44000-1,Silberman 324,TH,7:00 PM,Anand Akanksha,200 mins
SW, 44000-1,Silberman 324,TH,7:00 PM,Anand Akanksha,200 mins
SW, 45000-1,Silberman 329,F,11:00 AM,Cherry Katherine,150 mins
THC, 70200-1,Baker BTB210,WF,10:00 AM,Kalb Jonathan,100 mins
THC, 73100-1,Baker BTB260,MW,8:00 PM,Orenstein Claudia,100 mins
THC, 73300-1,Baker BTB210,TTH,7:00 PM,Scarfuto Christine Marie,75 mins
THC, 73500-1,Baker BTB210,TH,10:00 AM,Chang Dong Shin,150 mins
THC, 75100-1,Baker BTB260,TF,3:00 PM,Scarfuto Christine Marie,75 mins
THC, 76072-1,Baker BTB220,TTH,6:00 PM,Kalb Jonathan,100 mins
THC, 76079-1,Baker BTB220,F,7:00 PM,Orenstein Claudia,150 mins
THC, 79900-1,Baker BTB220,TF,8:00 AM,Orenstein Claudia,100 mins
THEA, 10100-1,North Bldg 537,F,8:00 AM,Felner Mira,200 mins
THEA, 10100-2,Baker BTB260,F,9:00 AM,Rosas Adrian Pio,200 mins
THEA, 10100-3,West Bldg W714,T,11:00 AM,Romano Peter Joseph,200 mins
THEA, 10100-4,Baker BTB620,W,10:00 AM,Scarfuto Christine Marie,200 mins
THEA, 16100-1,Baker BTB320,M,1:00 PM,Bosch Barbara,200 mins
THEA, 21100-1,North Bldg 537,M,9:00 AM,Grover Alexander,200 mins
THEA, 21200-1,North Bldg 537,T,11:00 AM,Calderon Ian,150 mins
THEA, 21300-1,Baker BTB320,TH,1:00 PM,Krumholz Brad Mitchell,200 mins
THEA, 25100-1,Baker BTB240,T,7:00 PM,Williams Adrienne D,200 mins
THEA, 25350-1,Baker BTB260,TH,8:00 AM,Felner Mira,150 mins
THEA, 26100-1,Baker BTB680,TF,8:00 AM,Thompson Pregerson Louisa Logan,75 mins
THEA, 26100-2,North Bldg 1001F,MF,12:00 PM,Scarfuto Christine Marie,75 mins
THEA, 26200-1,Baker BTB680,M,6:00 PM,Scarfuto Christine Marie,200 mins
THEA, 26300-1,Baker BTB240,TTH,4:00 PM,Cusick Timothy P,75 mins
THEA, 27500-1,West Bldg W215,WF,10:00 AM,Chang Dong Shin,75 mins
THEA, 28100-1,Baker BTB320,F,12:00 PM,Bosch Barbara,150 mins
THEA, 29704-1,Baker BTB460,F,12:00 PM,Chatterjee Deepsikha,150 mins
THEA, 29787-1,Baker BTB230,TTH,5:00 PM,Grodman Asher Chazen,75 mins
THEA, 32100-1,Baker BTB230,M,4:00 PM,Mosher Gregory Dean,200 mins
THEA, 36500-1,Baker BTB240,MW,10:00 AM,Williams Adrienne D,75 mins
THEA, 37600-1,Baker BTB460,TF,4:00 PM,Mosher Gregory Dean,100 mins
THEA, 39704-1,Baker BTB420,WF,8:00 PM,Chatterjee Deepsikha,75 mins
THEA, 39712-1,North Bldg 1001F,M,4:00 PM,Chatterjee Deepsikha,200 mins
THEA, 39721-1,Baker BTB460,MTH,10:00 AM,Rogals Frederick Alexander,75 mins
THEA, 39723-1,North Bldg 537,MTH,1:00 PM,Holder Lateefah O,75 mins
THEA, 39731-1,Baker BTB230,MW,11:00 AM,Grodman Asher Chazen,75 mins
THEA, 39767-1,Baker BTB420,T,4:00 PM,Holder Lateefah O,200 mins
THEA, 39795-1,North Bldg 537,MW,7:00 PM,Cusick Timothy P,100 mins
THEA, 49900-1,Baker BTB460,W,8:00 AM,Cusick Timothy P,200 mins
URBG, 70100-1,West Bldg W1640,TH,2:00 PM,Alcabes Philip,200 mins
URBG, 70200-1,West Bldg W606,MTH,6:00 PM,Moreno Karina,100 mins
URBG, 70600-1,West Bldg W1639,TTH,9:00 AM,Shipp Sigmund,100 mins
URBG, 71000-1,West Bldg W509A,TF,10:00 AM,Moreno Karina,75 mins
URBG, 71300-1,West Bldg W606,TH,8:00 AM,Wolf-Powers Anna Laura Elizabeth,150 mins
URBG, 72700-1,West Bldg W1639,T,2:00 PM,Shipp Sigmund,200 mins
URBG, 74200-1,West Bldg W606,TF,8:00 PM,Johnson Victoria Stephens,100 mins
URBG, 75600-1,West Bldg W1639,TH,12:00 PM,Lasner Matthew,150 mins
URBG, 75800-1,West Bldg W1640,F,9:00 AM,Shipp Sigmund,200 mins
URBG, 78740-1,West Bldg W509A,F,3:00 PM,Viteritti Joseph,150 mins
URBG, 78795-1,West Bldg W606,M,2:00 PM,Shipp Sigmund,150 mins
URBG, 79000-1,West Bldg W509A,T,7:00 PM,Moreno Karina,150 mins
URBG, 79000-2,West Bldg W606,W,6:00 PM,Gross Jill Simone,150 mins
URBG, 79200-1,West Bldg W509A,M,6:00 PM,Wolf-Powers Anna Laura Elizabeth,150 mins
URBP, 70000-1,West Bldg W1640,TF,2:00 PM,Rojas De Leon Deborah,75 mins
URBP, 70100-1,East Bldg E819,MF,12:00 PM,Bloom Nicholas Dagen,75 mins
URBP, 71900-1,West Bldg W1639,MF,6:00 PM,Rubin James C,75 mins
URBP, 72000-1,West Bldg W1640,TTH,8:00 AM,Lasner Matthew,100 mins
URBP, 73200-1,East Bldg E819,MW,5:00 PM,Gutfreund Owen,75 mins
URBP, 73700-1,East Bldg E819,MTH,9:00 AM,Rubin James C,100 mins
URBP, 78717-1,East Bldg E819,MW,2:00 PM,Pollans Lily Baum,100 mins
URBS, 10100-1,North Bldg C114,W,8:00 AM,Pollans Lily Baum,150 mins
URBS, 10100-2,West Bldg W606,W,11:00 AM,Johnson Victoria Stephens,150 mins
URBS, 10200-1,West Bldg W606,TTH,3:00 PM,Pollans Lily Baum,100 mins
URBS, 20100-1,West Bldg W1639,W,8:00 PM,Pollans Lily Baum,200 mins
URBS, 20300-1,West Bldg W606,WF,3:00 PM,Shipp Sigmund,75 mins
URBS, 31000-1,West Bldg W1640,M,9:00 AM,Shipp Sigmund,200 mins
URBS, 40354-1,West Bldg W1640,F,6:00 PM,Pollans Lily Baum,200 mins
URBS, 40395-1,West Bldg W606,TF,10:00 AM,Johnson Victoria Stephens,75 mins
SPAN, 10100-1,West Bldg W408,TTH,2:00 PM,Chace William M,100 mins
SPAN, 20100-1,West Bldg W408,W,4:00 PM,Ramos Rosa Alicia,200 mins
SPAN, 21100-1,West Bldg W509C,T,8:00 PM,Costa Marithelma,150 mins
SPAN, 22100-1,North Bldg 1001F,MTH,8:00 PM,Costa Marithelma,100 mins
SPAN, 36700-1,West Bldg W1344,W,2:00 PM,Perez Rolando,150 mins
SPAN, 49100-1,West Bldg W1344,M,8:00 AM,Fischer Maria L,200 mins
SPAN, 76800-1,West Bldg W408,MW,9:00 AM,Costa Marithelma,75 mins
SPAN, 79167-1,West Bldg W408,MW,11:00 AM,Costa Marithelma,75 mins
PT, 70400-1,Brook E E003,M,12:00 PM,Cunningham Jennifer E,150 mins
PT, 80300-1,Brook E E003,MF,4:00 PM,Cunningham Jennifer E,75 mins
PT, 81500-1,Brook E E003,W,8:00 AM,Karpatkin Herbert,150 mins
PHILO, 10400-1,West Bldg W412,WF,8:00 PM,Blecher Ian S,75 mins
PHILO, 10600-1,West Bldg W506,MTH,10:00 AM,Shapshay Sandra Lynne,75 mins
PHILO, 25200-1,West Bldg W506,MTH,8:00 PM,Alcoff Linda S,75 mins
PHILO, 26800-1,West Bldg W506,W,1:00 PM,Alcoff Linda S,150 mins
PHILO, 37200-1,ThomHunter 407,MW,12:00 PM,Harris Daniel,75 mins
PHILO, 49201-1,ThomHunter 407,MTH,4:00 PM,Shapshay Sandra Lynne,100 mins
PHILO, 49201-2,North Bldg C002,MTH,4:00 PM,Kirkland Frank,100 mins
PHILO, 49201-3,West Bldg W412,TF,2:00 PM,Gould Carol C.,100 mins
PHILO, 49201-4,ThomHunter 407,TF,3:00 PM,Alcoff Linda S,100 mins
PHILO, 49201-5,North Bldg C002,MF,1:00 PM,Garson Justin Richard,100 mins
PHILO, 49201-6,West Bldg W506,TTH,4:00 PM,Blecher Ian S,100 mins
PHILO, 49202-1,ThomHunter 407,TTH,11:00 AM,Keating Laura,75 mins
PHILO, 49202-2,ThomHunter 407,MF,8:00 AM,Kirkland Frank,75 mins
PHILO, 49202-3,West Bldg W506,TF,8:00 AM,Blecher Ian S,75 mins
PHILO, 49203-1,West Bldg W412,TH,9:00 AM,Harris Daniel,150 mins
PHILO, 49203-2,West Bldg W506,W,9:00 AM,Alcoff Linda S,150 mins
PHILO, 49204-1,West Bldg W412,TF,10:00 AM,Dahbour Omar,75 mins
PHILO, 49205-1,West Bldg W412,MTH,12:00 PM,Alcoff Linda S,75 mins
PHILO, 49206-1,West Bldg W506,TF,8:00 PM,Shapshay Sandra Lynne,75 mins
PHYS, 10000-1,North Bldg C005,TF,5:00 PM,Zhemchuzhna Liubov,100 mins
PHYS, 10100-1,North Bldg M157,MW,12:00 PM,Ren Yuhang,100 mins
PHYS, 11000-1,North Bldg 1036,WF,12:00 PM,Gao Bo,100 mins
PHYS, 11000-2,North Bldg 510,WF,10:00 AM,Zelenova Yelena,100 mins
PHYS, 12000-1,West Bldg W511,M,9:00 AM,Dang Trami K,150 mins
PHYS, 12100-1,West Bldg W511,TTH,2:00 PM,Lim Hyungsik,75 mins
PHYS, 22100-1,West Bldg W714,T,8:00 PM,Chu Y.H.,150 mins
PHYS, 22200-1,North Bldg 1311,MF,11:00 AM,Chu Y.H.,100 mins
PHYS, 30100-1,North Bldg 1239,TTH,6:00 PM,Bergou Janos,75 mins
PHYS, 33400-1,North Bldg 1239,TTH,10:00 AM,Dang Trami K,75 mins
PHYS, 39900-1,North Bldg 510,W,12:00 PM,Hillery Mark,200 mins
PHYS, 42500-1,North Bldg 1239,T,8:00 PM,Bergou Janos,200 mins
PHYS, 45301-1,North Bldg C005,F,11:00 AM,Greenbaum Steven,150 mins
PHYS, 45302-1,North Bldg C005,W,4:00 PM,Ren Yuhang,200 mins
PHYS, 45303-1,North Bldg C005,MW,1:00 PM,Zhemchuzhna Liubov,100 mins
PHYS, 45401-1,North Bldg C005,TF,2:00 PM,Chu Y.H.,100 mins
PHYS, 45402-1,North Bldg M157,TH,8:00 AM,Zhemchuzhna Liubov,200 mins
PHYS, 45403-1,West Bldg W511,W,3:00 PM,Morales Daniel J,200 mins
PHYS, 60500-1,West Bldg W714,W,2:00 PM,Dang Trami K,150 mins
PHYS, 62500-1,West Bldg W415,M,5:00 PM,Zhemchuzhna Liubov,150 mins
MUSED, 67800-1,North Bldg 407,M,7:00 PM,Bobetsky Victor V,200 mins
MUSHL, 10100-1,North Bldg 405,TF,12:00 PM,Hampton Barbara,75 mins
MUSHL, 10700-1,North Bldg 407,F,11:00 AM,Thomas Samuel Reuben,200 mins
MUSHL, 10700-2,North Bldg 406,M,11:00 AM,Bengloff Richard,200 mins
MUSHL, 20100-1,North Bldg 506,MTH,12:00 PM,Coppola Catherine,75 mins
MUSHL, 20100-2,North Bldg 506,TF,12:00 PM,Cabrini Michele,75 mins
MUSHL, 20500-1,North Bldg 407,T,8:00 AM,Hampton Barbara,150 mins
MUSHL, 21700-1,North Bldg 405,M,9:00 AM,Cabrini Michele,200 mins
MUSHL, 21700-2,North Bldg 506,W,12:00 PM,Bengloff Richard,200 mins
MUSHL, 22000-1,North Bldg 405,W,7:00 PM,Hampton Barbara,150 mins
MUSHL, 24500-1,North Bldg 506,T,3:00 PM,Hampton Barbara,150 mins
MUSHL, 26132-1,North Bldg 404,MTH,9:00 AM,Thomas Samuel Reuben,75 mins
MUSHL, 26193-1,North Bldg 405,W,10:00 AM,Coppola Catherine,200 mins
MUSHL, 30500-1,North Bldg 407,M,8:00 AM,Coppola Catherine,150 mins
MUSPF, 11100-1,North Bldg 635,MW,8:00 PM,Rezenda Lopes Joao Luiz,75 mins
MUSPF, 21200-1,North Bldg 407,TF,3:00 PM,Burleson Geoffrey,100 mins
MUSPF, 21300-1,North Bldg 406,MW,3:00 PM,Keberle Ryan D.,75 mins
MUSPF, 21300-2,North Bldg 431,MTH,3:00 PM,Burleson Geoffrey,75 mins
MUSPF, 22100-1,North Bldg 404,TTH,2:00 PM,Rezenda Lopes Joao Luiz,75 mins
MUSPF, 22100-2,North Bldg 635,TTH,2:00 PM,Keberle Ryan D.,75 mins
MUSPF, 23100-1,North Bldg 635,MTH,4:00 PM,Rezenda Lopes Joao Luiz,100 mins
MUSPF, 24900-1,North Bldg 406,F,8:00 PM,Jackson Ashley J,200 mins
MUSPF, 25000-1,North Bldg 416,WF,4:00 PM,Jackson Ashley J,75 mins
MUSPF, 25100-1,North Bldg 431,TH,10:00 AM,Rezenda Lopes Joao Luiz,150 mins
MUSPF, 35300-1,North Bldg 416,TH,8:00 PM,Keberle Ryan D.,150 mins
MUSPF, 35500-1,North Bldg 635,M,10:00 AM,Rezenda Lopes Joao Luiz,200 mins
MUSPF, 36503-1,North Bldg 431,M,7:00 PM,Jackson Ashley J,200 mins
MUSPF, 36904-1,North Bldg 406,T,7:00 PM,Jackson Ashley J,200 mins
MUSPF, 40100-1,North Bldg 635,TF,9:00 AM,Keberle Ryan D.,75 mins
MUSPF, 40200-1,North Bldg 416,MTH,10:00 AM,Burleson Geoffrey,100 mins
MUSPF, 43100-1,North Bldg 406,F,3:00 PM,Rezenda Lopes Joao Luiz,200 mins
MUSPF, 43100-2,North Bldg 635,F,1:00 PM,Keberle Ryan D.,200 mins
MUSTH, 10100-1,North Bldg 416,WF,12:00 PM,Mahoney Shafer,75 mins
MUSTH, 22000-1,North Bldg 406,MTH,8:00 AM,Graff Steven L,100 mins
MUSTH, 23000-1,North Bldg 407,TH,2:00 PM,Mahoney Shafer,200 mins
MUSTH, 23000-2,North Bldg 431,F,3:00 PM,Fulmer David Charles,200 mins
MUSTH, 32000-1,North Bldg 431,WF,8:00 AM,Mahoney Shafer,75 mins
MUSTH, 33000-1,North Bldg 405,TH,9:00 AM,Farrin Suzanne Marie,200 mins
MUSTH, 33000-2,North Bldg 406,T,9:00 AM,Graff Steven L,200 mins
MUSTH, 36169-1,North Bldg 407,W,3:00 PM,Fulmer David Charles,200 mins
MUSTH, 37000-1,North Bldg 416,TF,7:00 PM,Thompson Jewel,75 mins
MUSTH, 38500-1,North Bldg 416,TTH,12:00 PM,Thompson Jewel,75 mins
MUSTH, 38500-2,North Bldg 431,MF,12:00 PM,Graff Steven L,75 mins
MUSTH, 49100-1,North Bldg 431,W,10:00 AM,Thompson Jewel,200 mins
MUSTH, 49200-1,North Bldg 405,TTH,5:00 PM,Graff Steven L,100 mins
