Subject,Course,Section,Room,Instructor,Credits,Classes/week,Instructor preference,Instructor Time preference,Course Time preference,,Course
CSCI,15000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Morning,,CSCI 15000
CSCI,15000,5,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Afternoon,,CSCI 15000
CSCI,15000,5,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Evening,,CSCI 15000
CSCI,16000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Morning,,CSCI 16000
CSCI,23200,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Morning,,CSCI 23200
CSCI,23200,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Afternoon,,CSCI 23200
CSCI,23200,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Evening,,CSCI 23200
CSCI,23300,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Morning,,CSCI 23300
CSCI,23500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Morning,,CSCI 23500
CSCI,26000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Afternoon,,CSCI 26000
CSCI,26500,2,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Afternoon,,CSCI 26500
CSCI,26500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Evening,,CSCI 26500
CSCI,26700,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Afternoon,,CSCI 26700
CSCI,33500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Evening,,CSCI 33500
CSCI,34000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Afternoon,,CSCI 34000
CSCI,35300,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",3,1,,,Afternoon,,CSCI 35300
CSCI,36000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Evening,,CSCI 36000
CSCI,37200,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,1,,,Evening,,CSCI 37200
CSCI,39545,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Evening,,CSCI 39545
CSCI,39594,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Morning,,CSCI 39594
CSCI,39596,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",3,1,,,Afternoon,,CSCI 39596
CSCI,39597,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",3,1,,,Afternoon,,CSCI 39597
CSCI,39598,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",3,1,,,Afternoon,,CSCI 39598
CSCI,41500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",2,2,,,Afternoon,,CSCI 41500
