course,sections,rooms,instructors,time,credits
CSCI 39597,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,3
CSCI 39598,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,3
CSCI 41500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,2
CSCI 43500,2,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,2
CSCI 49355,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,2
CSCI 49362,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,3
CSCI 49376,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,3
CSCI 49378,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,3
CSCI 49379,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,3
CSCI 49380,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,2
CSCI 49900,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,4
CSCI 49900,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,4
CSCI 49900,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,4
CSCI 70500,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,2
CSCI 72200,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,2
CSCI 74000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Afternoon,3
CSCI 76000,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,3
CSCI 79502,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Morning,3
CSCI 79526,1,"North Bldg 1001E,West Bldg W116,North Bldg 1001C,North Bldg 1001A,ThomHunter 408,North Bldg 118,North Bldg 510,ThomHunter 505,ThomHunter 502,North Bldg C002,North Bldg 1516,North Bldg C108,West Bldg W412,North Bldg 1001B,North Bldg C109,ThomHunter 414,North Bldg C107","Shen Xiaoke,Dey Soumik,Xie Lei,Foster Brandon,Pajela Gilbert,Weiss Stewart,Makki Mahdi S,Shankar Subash,Maryash Gennadiy,Lam Alvin,Liu Bonan,Mneimneh Saadeddine,Navarrette Jordi A.,Schweitzer Eric,Avshalumov Ariel,Nguyen Minh H.,Shostak Pavel,Zhang Xiaojie,Zamansky Michael,Oyekoya Oyewole Kayode,El Sayed Ali,Debroy Saptarshi,Mock Wendy,Nikolaev Alexey,Rothstein Jennifer Corey,Wine Stanley J,Kannan Raman,Zamfirescu Christina M,Raja Anita,Khatchadourian Raffi Takvor,Howitt Katherine Gandolfo,Dang Trami K,Vazquez-Abad Felisa Josefina,Grezes Felix,Korpan Raj Mohan,Tojeira Justin,Canizales Jaime",Evening,2
DAN 10200,1,ThomHunter 700,Arnold Quilan matthew,Afternoon,2
DAN 35265,1,ThomHunter 700,Arnold Quilan matthew,Afternoon,2
ECO 29601,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 30100,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 31000,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 33500,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 34100,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Evening,2
ECO 34500,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Morning,2
ECO 35500,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 39556,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Morning,2
ECO 70000,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 70100,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Evening,2
ECO 72400,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Afternoon,2
ECO 76100,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Evening,2
ECO 79584,1,"West Bldg W116,North Bldg 305,West Bldg W113,West Bldg W415,North Bldg C114,West Bldg W503,North Bldg 531","Ghosh Prabuddha,Basu Karna,Chatterjee Bipasha,Tan Christine Ee Lyn,Pollack Arabella Judith Dawn,Ma Henry Paclian,George Lisa,Colman Gregory Joseph,Nyman Ingmar,Mclaughlin Kenneth J,Ozsoy Mehlika",Morning,2
ENGL 25031,1,"ThomHunter 407,North Bldg C103,West Bldg W611,ThomHunter 408,West Bldg W1143,West Bldg W522,North Bldg 705,East Bldg E922,ThomHunter 505,West Bldg W1242,West Bldg W1222,North Bldg C100,West Bldg W509,West Bldg W413","Rempe Sara E,Israel Nico,Eidelberg Robert Arnold,Allred Jeffrey B.,Connor Rebecca E,Park Alison Roh,Nunez Elizabeth A,Alfar Cristina Leon,Sayrafiezadeh Said,Neary Janet Eileen,Nims Kelly,Craig Collin L.,Carey Peter P,Greenberg Lynne A,Cunningham Nijah N,Shavitz Benjamin",Evening,2
ENGL 25147,1,"ThomHunter 407,North Bldg C103,West Bldg W611,ThomHunter 408,West Bldg W1143,West Bldg W522,North Bldg 705,East Bldg E922,ThomHunter 505,West Bldg W1242,West Bldg W1222,North Bldg C100,West Bldg W509,West Bldg W413","Rempe Sara E,Israel Nico,Eidelberg Robert Arnold,Allred Jeffrey B.,Connor Rebecca E,Park Alison Roh,Nunez Elizabeth A,Alfar Cristina Leon,Sayrafiezadeh Said,Neary Janet Eileen,Nims Kelly,Craig Collin L.,Carey Peter P,Greenberg Lynne A,Cunningham Nijah N,Shavitz Benjamin",Evening,2
