course,sections,rooms,instructors,time,credits
SSW 79653,1,"Silberman 220,Silberman 326,Silberman 212,Silberman 217,Silberman 327,Silberman 322,Silberman 324,Silberman 329,Silberman 328,Silberman 219,Silberman 330,Silberman 218,Silberman 214,Silberman 215","Stewart Daniel L,Lockhart Sharon,Brown-Manning Robyn,Trachtenberg Judith,Gusberg Jessica N,Gray Patricia,Cole Shawneladee,Gilbert Maricella Dinah,Blackwell Delores,Boyd Nicole Christine,Morgan Avon,Tolliver Willie,Rosario Lisa C,McFadden Tiffany,Giunta Nancy,Williams Ovita F,Veasley Rachelle D,Stein Laura Rice,Okuda Kanako,Brown Shoshana A,Natchaba Nadjete,Marji Shadia,Melendez Diana",Evening,2
STAT 11300,10,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 11300,8,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
STAT 11300,8,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 21200,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 21300,8,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,3
STAT 21300,4,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,3
STAT 21300,4,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,3
STAT 21400,2,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 29554,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 29555,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
STAT 31100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
STAT 31100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 31900,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
STAT 61400,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 70100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
STAT 70600,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Evening,2
STAT 71700,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 72401,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 73900,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 75400,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Morning,2
STAT 76100,1,"North Bldg 305,West Bldg W204,North Bldg 306,West Bldg W208,West Bldg W116,West Bldg W405,West Bldg W415,East Bldg E921,East Bldg E920,West Bldg W603,West Bldg W113,North Bldg C004,West Bldg W214,West Bldg W507,West Bldg W424,ThomHunter 408,West Bldg W406,North Bldg C114,East Bldg E922,West Bldg W506,West Bldg W609","Martinez Vincent Ryan,Clarkson Sandra,Williams William H",Afternoon,2
SW 20100,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Morning,3
SW 20100,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 31000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 31000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 32000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Morning,3
SW 32000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 33000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Morning,3
SW 33000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 36000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 37000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 41000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 42000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 43000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Afternoon,3
SW 43000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 44000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Morning,3
SW 44000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
SW 45000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Morning,3
SW 45000,1,"West Bldg W424,Silberman 212,Silberman 322,North Bldg C114,ThomHunter 505,Silberman 329,Silberman 324,Silberman 216,Silberman 218,Silberman 214","Cherry Katherine,Dempsey Patricia,Younger Tiffany,Olatunji Senemeht Eakhu,Earner Ilze,Brown-Manning Robyn,Anand Akanksha,Ortega-Williams Anna,Trachtenberg Judith,Cineas Jennille K,Sherman Roger W",Evening,3
THC 70200,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Morning,2
THC 73100,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Evening,3
THC 73300,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Evening,3
THC 73500,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Morning,3
THC 75100,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Afternoon,3
THC 76072,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Evening,2
THC 76079,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Evening,2
THC 79900,1,"Baker BTB210,Baker BTB260,Baker BTB220","Scarfuto Christine Marie,Orenstein Claudia,Kalb Jonathan,Chang Dong Shin",Morning,3
THEA 10100,4,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Morning,2
THEA 10100,5,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Afternoon,2
THEA 10100,3,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Evening,2
THEA 16100,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Afternoon,2
THEA 16100,4,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Evening,2
THEA 21100,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Morning,2
THEA 21200,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Morning,2
THEA 21300,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Afternoon,2
THEA 25100,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Evening,4
THEA 25350,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Morning,3
THEA 26100,2,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Morning,4
THEA 26200,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Evening,4
THEA 26300,1,"West Bldg W215,West Bldg W714,Baker BTB680,Baker BTB420,Baker BTB260,Baker BTB620,Baker BTB320,Baker BTB220,Baker BTB240,North Bldg 537,North Bldg 1001F,Baker BTB230,Baker BTB460","Ceesay Nemuna Rose,Williams Adrienne D,Calderon Ian,Krumholz Brad Mitchell,Rosas Adrian Pio,Felner Mira,Kalb Jonathan,Romano Peter Joseph,Thompson Pregerson Louisa Logan,Chang Dong Shin,Moore Benjamin J,Cusick Timothy P,Scarfuto Christine Marie,Holder Lateefah O,Grodman Asher Chazen,Mosher Gregory Dean,Chatterjee Deepsikha,Grover Alexander,Bosch Barbara,Orenstein Claudia,Rogals Frederick Alexander",Afternoon,2
